"true_Nc","sample_prop","n_sample","AFS","replicate","method","num_N_hypothesized","N_try_max_factor","N_est","bias"
100,0.7,70,"uniform",18,"sherwin",51,6,87.96,-0.1204
100,0.7,70,"uniform",18,"nll",51,6,89.56,-0.1044
100,0.7,70,"uniform",19,"wasserstein",51,6,66.36,-0.3364
100,0.7,70,"uniform",19,"bhd",51,6,83.98,-0.1602
100,0.7,70,"uniform",19,"sherwin",51,6,104.4,0.0440000000000001
100,0.7,70,"uniform",19,"nll",51,6,98.86,-0.0114
100,0.7,70,"uniform",20,"wasserstein",51,6,64.08,-0.3592
100,0.7,70,"uniform",20,"bhd",51,6,88.54,-0.1146
100,0.7,70,"uniform",20,"sherwin",51,6,104.86,0.0486
100,0.7,70,"uniform",20,"nll",51,6,103.1,0.0309999999999999
100,0.7,70,"uniform",21,"wasserstein",51,6,64.06,-0.3594
100,0.7,70,"uniform",21,"bhd",51,6,82.88,-0.1712
100,0.7,70,"uniform",21,"sherwin",51,6,83.78,-0.1622
100,0.7,70,"uniform",21,"nll",51,6,90.02,-0.0997999999999999
100,0.7,70,"uniform",22,"wasserstein",51,6,66.12,-0.3388
100,0.7,70,"uniform",22,"bhd",51,6,88.28,-0.1172
100,0.7,70,"uniform",22,"sherwin",51,6,101.74,0.0174
100,0.7,70,"uniform",22,"nll",51,6,106.58,0.0658
100,0.7,70,"uniform",23,"wasserstein",51,6,64.82,-0.3518
100,0.7,70,"uniform",23,"bhd",51,6,91.88,-0.0812
100,0.7,70,"uniform",23,"sherwin",51,6,97.12,-0.0288
100,0.7,70,"uniform",23,"nll",51,6,107.74,0.0774
100,0.7,70,"uniform",24,"wasserstein",51,6,65.68,-0.3432
100,0.7,70,"uniform",24,"bhd",51,6,85.18,-0.1482
100,0.7,70,"uniform",24,"sherwin",51,6,100.32,0.00320000000000007
100,0.7,70,"uniform",24,"nll",51,6,93.6,-0.0640000000000001
100,0.7,70,"uniform",25,"wasserstein",51,6,63.92,-0.3608
100,0.7,70,"uniform",25,"bhd",51,6,80.72,-0.1928
100,0.7,70,"uniform",25,"sherwin",51,6,90.32,-0.0968000000000001
100,0.7,70,"uniform",25,"nll",51,6,91.6,-0.0840000000000001
500,0.3,150,"beta_L_shaped",1,"wasserstein",15,3,207.020408163265,-0.58595918367347
500,0.3,150,"beta_L_shaped",1,"bhd",15,3,298.959183673469,-0.402081632653061
500,0.3,150,"beta_L_shaped",1,"sherwin",15,3,292.244897959184,-0.415510204081633
500,0.3,150,"beta_L_shaped",1,"nll",15,3,297.061224489796,-0.405877551020408
500,0.3,150,"beta_L_shaped",2,"wasserstein",15,3,215.208333333333,-0.569583333333333
500,0.3,150,"beta_L_shaped",2,"bhd",15,3,306.104166666667,-0.387791666666667
500,0.3,150,"beta_L_shaped",2,"sherwin",15,3,304.125,-0.39175
500,0.3,150,"beta_L_shaped",2,"nll",15,3,303.6875,-0.392625
500,0.3,150,"beta_L_shaped",3,"wasserstein",15,3,221.104166666667,-0.557791666666667
500,0.3,150,"beta_L_shaped",3,"bhd",15,3,336.458333333333,-0.327083333333333
500,0.3,150,"beta_L_shaped",3,"sherwin",15,3,314.4375,-0.371125
500,0.3,150,"beta_L_shaped",3,"nll",15,3,318.333333333333,-0.363333333333333
500,0.3,150,"beta_L_shaped",4,"wasserstein",15,3,200.755102040816,-0.598489795918367
500,0.3,150,"beta_L_shaped",4,"bhd",15,3,346.530612244898,-0.306938775510204
500,0.3,150,"beta_L_shaped",4,"sherwin",15,3,336.448979591837,-0.327102040816326
500,0.3,150,"beta_L_shaped",4,"nll",15,3,331.65306122449,-0.33669387755102
500,0.3,150,"beta_L_shaped",5,"wasserstein",15,3,237.791666666667,-0.524416666666667
500,0.3,150,"beta_L_shaped",5,"bhd",15,3,336.979166666667,-0.326041666666667
500,0.3,150,"beta_L_shaped",5,"sherwin",15,3,320.8125,-0.358375
500,0.3,150,"beta_L_shaped",5,"nll",15,3,326.708333333333,-0.346583333333333
500,0.3,150,"beta_L_shaped",6,"wasserstein",15,3,201.69387755102,-0.596612244897959
500,0.3,150,"beta_L_shaped",6,"bhd",15,3,346.959183673469,-0.306081632653061
500,0.3,150,"beta_L_shaped",6,"sherwin",15,3,328.244897959184,-0.343510204081633
500,0.3,150,"beta_L_shaped",6,"nll",15,3,326.34693877551,-0.34730612244898
500,0.3,150,"beta_L_shaped",7,"wasserstein",15,3,204.4375,-0.591125
500,0.3,150,"beta_L_shaped",7,"bhd",15,3,341.8125,-0.316375
500,0.3,150,"beta_L_shaped",7,"sherwin",15,3,304.583333333333,-0.390833333333333
500,0.3,150,"beta_L_shaped",7,"nll",15,3,304.583333333333,-0.390833333333333
500,0.3,150,"beta_L_shaped",8,"wasserstein",15,3,217.145833333333,-0.565708333333333
500,0.3,150,"beta_L_shaped",8,"bhd",15,3,351.208333333333,-0.297583333333333
500,0.3,150,"beta_L_shaped",8,"sherwin",15,3,340.458333333333,-0.319083333333333
500,0.3,150,"beta_L_shaped",8,"nll",15,3,340.479166666667,-0.319041666666667
500,0.3,150,"beta_L_shaped",9,"wasserstein",15,3,206.040816326531,-0.587918367346939
500,0.3,150,"beta_L_shaped",9,"bhd",15,3,316.142857142857,-0.367714285714286
500,0.3,150,"beta_L_shaped",9,"sherwin",15,3,296.530612244898,-0.406938775510204
500,0.3,150,"beta_L_shaped",9,"nll",15,3,293.632653061224,-0.412734693877551
500,0.3,150,"beta_L_shaped",10,"wasserstein",15,3,216.591836734694,-0.566816326530612
500,0.3,150,"beta_L_shaped",10,"bhd",15,3,339.755102040816,-0.320489795918367
500,0.3,150,"beta_L_shaped",10,"sherwin",15,3,324.897959183673,-0.350204081632653
500,0.3,150,"beta_L_shaped",10,"nll",15,3,332.612244897959,-0.334775510204082
500,0.3,150,"beta_L_shaped",11,"wasserstein",15,3,217.183673469388,-0.565632653061224
500,0.3,150,"beta_L_shaped",11,"bhd",15,3,309.551020408163,-0.380897959183673
500,0.3,150,"beta_L_shaped",11,"sherwin",15,3,292.265306122449,-0.415469387755102
500,0.3,150,"beta_L_shaped",11,"nll",15,3,298.020408163265,-0.403959183673469
500,0.3,150,"beta_L_shaped",12,"wasserstein",15,3,197.583333333333,-0.604833333333333
500,0.3,150,"beta_L_shaped",12,"bhd",15,3,300.208333333333,-0.399583333333333
500,0.3,150,"beta_L_shaped",12,"sherwin",15,3,289.895833333333,-0.420208333333333
500,0.3,150,"beta_L_shaped",12,"nll",15,3,290.895833333333,-0.418208333333333
500,0.3,150,"beta_L_shaped",13,"wasserstein",15,3,227.163265306122,-0.545673469387755
500,0.3,150,"beta_L_shaped",13,"bhd",15,3,339.224489795918,-0.321551020408163
500,0.3,150,"beta_L_shaped",13,"sherwin",15,3,330.142857142857,-0.339714285714286
500,0.3,150,"beta_L_shaped",13,"nll",15,3,325.367346938776,-0.349265306122449
500,0.3,150,"beta_L_shaped",14,"wasserstein",15,3,214.673469387755,-0.57065306122449
500,0.3,150,"beta_L_shaped",14,"bhd",15,3,338.34693877551,-0.32330612244898
500,0.3,150,"beta_L_shaped",14,"sherwin",15,3,322.040816326531,-0.355918367346939
500,0.3,150,"beta_L_shaped",14,"nll",15,3,324.448979591837,-0.351102040816327
500,0.3,150,"beta_L_shaped",15,"wasserstein",15,3,213.714285714286,-0.572571428571429
500,0.3,150,"beta_L_shaped",15,"bhd",15,3,336.918367346939,-0.326163265306122
500,0.3,150,"beta_L_shaped",15,"sherwin",15,3,333.081632653061,-0.333836734693878
500,0.3,150,"beta_L_shaped",15,"nll",15,3,343.65306122449,-0.31269387755102
500,0.3,150,"beta_L_shaped",16,"wasserstein",15,3,211.30612244898,-0.577387755102041
500,0.3,150,"beta_L_shaped",16,"bhd",15,3,346.061224489796,-0.307877551020408
500,0.3,150,"beta_L_shaped",16,"sherwin",15,3,340.30612244898,-0.319387755102041
500,0.3,150,"beta_L_shaped",16,"nll",15,3,339.367346938776,-0.321265306122449
500,0.3,150,"beta_L_shaped",17,"wasserstein",15,3,210.3125,-0.579375
500,0.3,150,"beta_L_shaped",17,"bhd",15,3,352.708333333333,-0.294583333333333
500,0.3,150,"beta_L_shaped",17,"sherwin",15,3,333.104166666667,-0.333791666666667
500,0.3,150,"beta_L_shaped",17,"nll",15,3,335.104166666667,-0.329791666666667
500,0.3,150,"beta_L_shaped",18,"wasserstein",15,3,211.270833333333,-0.577458333333333
500,0.3,150,"beta_L_shaped",18,"bhd",15,3,337.479166666667,-0.325041666666667
500,0.3,150,"beta_L_shaped",18,"sherwin",15,3,325.25,-0.3495
500,0.3,150,"beta_L_shaped",18,"nll",15,3,328.208333333333,-0.343583333333333
500,0.3,150,"beta_L_shaped",19,"wasserstein",15,3,190.204081632653,-0.619591836734694
500,0.3,150,"beta_L_shaped",19,"bhd",15,3,300.34693877551,-0.39930612244898
500,0.3,150,"beta_L_shaped",19,"sherwin",15,3,299.918367346939,-0.400163265306122
500,0.3,150,"beta_L_shaped",19,"nll",15,3,300.387755102041,-0.399224489795918
500,0.3,150,"beta_L_shaped",20,"wasserstein",15,3,213.285714285714,-0.573428571428571
500,0.3,150,"beta_L_shaped",20,"bhd",15,3,353.204081632653,-0.293591836734694
500,0.3,150,"beta_L_shaped",20,"sherwin",15,3,328.285714285714,-0.343428571428571
500,0.3,150,"beta_L_shaped",20,"nll",15,3,330.69387755102,-0.338612244897959
500,0.3,150,"beta_L_shaped",21,"wasserstein",15,3,228.673469387755,-0.54265306122449
500,0.3,150,"beta_L_shaped",21,"bhd",15,3,387.775510204082,-0.224448979591837
500,0.3,150,"beta_L_shaped",21,"sherwin",15,3,349.387755102041,-0.301224489795918
500,0.3,150,"beta_L_shaped",21,"nll",15,3,352.755102040816,-0.294489795918367
500,0.3,150,"beta_L_shaped",22,"wasserstein",15,3,207.020408163265,-0.58595918367347
500,0.3,150,"beta_L_shaped",22,"bhd",15,3,325.34693877551,-0.34930612244898
500,0.3,150,"beta_L_shaped",22,"sherwin",15,3,313.836734693878,-0.372326530612245
500,0.3,150,"beta_L_shaped",22,"nll",15,3,310.938775510204,-0.378122448979592
500,0.3,150,"beta_L_shaped",23,"wasserstein",15,3,220.918367346939,-0.558163265306122
500,0.3,150,"beta_L_shaped",23,"bhd",15,3,341.69387755102,-0.316612244897959
500,0.3,150,"beta_L_shaped",23,"sherwin",15,3,333.040816326531,-0.333918367346939
500,0.3,150,"beta_L_shaped",23,"nll",15,3,332.122448979592,-0.335755102040816
500,0.3,150,"beta_L_shaped",24,"wasserstein",15,3,201.5,-0.597
500,0.3,150,"beta_L_shaped",24,"bhd",15,3,342.96,-0.31408
500,0.3,150,"beta_L_shaped",24,"sherwin",15,3,321.82,-0.35636
500,0.3,150,"beta_L_shaped",24,"nll",15,3,320.86,-0.35828
500,0.3,150,"beta_L_shaped",25,"wasserstein",15,3,208.918367346939,-0.582163265306122
500,0.3,150,"beta_L_shaped",25,"bhd",15,3,315.285714285714,-0.369428571428571
500,0.3,150,"beta_L_shaped",25,"sherwin",15,3,306.69387755102,-0.386612244897959
500,0.3,150,"beta_L_shaped",25,"nll",15,3,304.265306122449,-0.391469387755102
500,0.3,150,"beta_L_shaped",1,"wasserstein",15,6,150.755102040816,-0.698489795918367
500,0.3,150,"beta_L_shaped",1,"bhd",15,6,563.30612244898,0.126612244897959
500,0.3,150,"beta_L_shaped",1,"sherwin",15,6,553.102040816327,0.106204081632653
500,0.3,150,"beta_L_shaped",1,"nll",15,6,583.755102040816,0.167510204081633
500,0.3,150,"beta_L_shaped",2,"wasserstein",15,6,162.081632653061,-0.675836734693878
500,0.3,150,"beta_L_shaped",2,"bhd",15,6,538.30612244898,0.0766122448979593
500,0.3,150,"beta_L_shaped",2,"sherwin",15,6,514.469387755102,0.0289387755102041
500,0.3,150,"beta_L_shaped",2,"nll",15,6,567.877551020408,0.135755102040816
500,0.3,150,"beta_L_shaped",3,"wasserstein",15,6,151.979591836735,-0.696040816326531
500,0.3,150,"beta_L_shaped",3,"bhd",15,6,537.244897959184,0.0744897959183672
500,0.3,150,"beta_L_shaped",3,"sherwin",15,6,502.020408163265,0.0040408163265306
500,0.3,150,"beta_L_shaped",3,"nll",15,6,544.020408163265,0.0880408163265306
500,0.3,150,"beta_L_shaped",4,"wasserstein",15,6,160.770833333333,-0.678458333333333
500,0.3,150,"beta_L_shaped",4,"bhd",15,6,558.708333333333,0.117416666666667
500,0.3,150,"beta_L_shaped",4,"sherwin",15,6,532.020833333333,0.0640416666666667
500,0.3,150,"beta_L_shaped",4,"nll",15,6,601.583333333333,0.203166666666667
500,0.3,150,"beta_L_shaped",5,"wasserstein",15,6,157.632653061224,-0.684734693877551
500,0.3,150,"beta_L_shaped",5,"bhd",15,6,530.367346938776,0.0607346938775511
500,0.3,150,"beta_L_shaped",5,"sherwin",15,6,479.265306122449,-0.041469387755102
500,0.3,150,"beta_L_shaped",5,"nll",15,6,499.69387755102,-0.000612244897959272
500,0.3,150,"beta_L_shaped",6,"wasserstein",15,6,150.734693877551,-0.698530612244898
500,0.3,150,"beta_L_shaped",6,"bhd",15,6,449.734693877551,-0.100530612244898
500,0.3,150,"beta_L_shaped",6,"sherwin",15,6,446.326530612245,-0.10734693877551
500,0.3,150,"beta_L_shaped",6,"nll",15,6,450.857142857143,-0.0982857142857143
500,0.3,150,"beta_L_shaped",7,"wasserstein",15,6,156.469387755102,-0.687061224489796
500,0.3,150,"beta_L_shaped",7,"bhd",15,6,553.081632653061,0.106163265306122
500,0.3,150,"beta_L_shaped",7,"sherwin",15,6,531.489795918367,0.0629795918367347
500,0.3,150,"beta_L_shaped",7,"nll",15,6,593.959183673469,0.187918367346939
500,0.3,150,"beta_L_shaped",8,"wasserstein",15,6,158.734693877551,-0.682530612244898
500,0.3,150,"beta_L_shaped",8,"bhd",15,6,502.020408163265,0.0040408163265306
500,0.3,150,"beta_L_shaped",8,"sherwin",15,6,483.836734693878,-0.0323265306122449
500,0.3,150,"beta_L_shaped",8,"nll",15,6,509.938775510204,0.0198775510204082
500,0.3,150,"beta_L_shaped",9,"wasserstein",15,6,162.979166666667,-0.674041666666667
500,0.3,150,"beta_L_shaped",9,"bhd",15,6,465.916666666667,-0.0681666666666667
500,0.3,150,"beta_L_shaped",9,"sherwin",15,6,439.229166666667,-0.121541666666667
500,0.3,150,"beta_L_shaped",9,"nll",15,6,455.458333333333,-0.0890833333333334
500,0.3,150,"beta_L_shaped",10,"wasserstein",15,6,164.408163265306,-0.671183673469388
500,0.3,150,"beta_L_shaped",10,"bhd",15,6,529.285714285714,0.0585714285714287
500,0.3,150,"beta_L_shaped",10,"sherwin",15,6,505.428571428571,0.0108571428571429
500,0.3,150,"beta_L_shaped",10,"nll",15,6,532.734693877551,0.0654693877551019
500,0.3,150,"beta_L_shaped",11,"wasserstein",15,6,163.285714285714,-0.673428571428571
500,0.3,150,"beta_L_shaped",11,"bhd",15,6,457.65306122449,-0.0846938775510205
500,0.3,150,"beta_L_shaped",11,"sherwin",15,6,455.367346938776,-0.0892653061224489
500,0.3,150,"beta_L_shaped",11,"nll",15,6,498.530612244898,-0.00293877551020398
500,0.3,150,"beta_L_shaped",12,"wasserstein",15,6,161.875,-0.67625
500,0.3,150,"beta_L_shaped",12,"bhd",15,6,503.020833333333,0.00604166666666674
500,0.3,150,"beta_L_shaped",12,"sherwin",15,6,487.916666666667,-0.0241666666666667
500,0.3,150,"beta_L_shaped",12,"nll",15,6,496.020833333333,-0.00795833333333326
500,0.3,150,"beta_L_shaped",13,"wasserstein",15,6,160.729166666667,-0.678541666666667
500,0.3,150,"beta_L_shaped",13,"bhd",15,6,460.0625,-0.079875
500,0.3,150,"beta_L_shaped",13,"sherwin",15,6,428.770833333333,-0.142458333333333
500,0.3,150,"beta_L_shaped",13,"nll",15,6,457.791666666667,-0.0844166666666666
500,0.3,150,"beta_L_shaped",14,"wasserstein",15,6,160.959183673469,-0.678081632653061
500,0.3,150,"beta_L_shaped",14,"bhd",15,6,515.673469387755,0.0313469387755101
500,0.3,150,"beta_L_shaped",14,"sherwin",15,6,509.979591836735,0.0199591836734694
500,0.3,150,"beta_L_shaped",14,"nll",15,6,528.122448979592,0.0562448979591836
500,0.3,150,"beta_L_shaped",15,"wasserstein",15,6,152.541666666667,-0.694916666666667
500,0.3,150,"beta_L_shaped",15,"bhd",15,6,490.1875,-0.019625
500,0.3,150,"beta_L_shaped",15,"sherwin",15,6,448.4375,-0.103125
500,0.3,150,"beta_L_shaped",15,"nll",15,6,490.145833333333,-0.0197083333333333
500,0.3,150,"beta_L_shaped",16,"wasserstein",15,6,155.265306122449,-0.689469387755102
500,0.3,150,"beta_L_shaped",16,"bhd",15,6,540.489795918367,0.0809795918367347
500,0.3,150,"beta_L_shaped",16,"sherwin",15,6,540.510204081633,0.0810204081632653
500,0.3,150,"beta_L_shaped",16,"nll",15,6,545,0.09
500,0.3,150,"beta_L_shaped",17,"wasserstein",15,6,168.897959183673,-0.662204081632653
500,0.3,150,"beta_L_shaped",17,"bhd",15,6,504.224489795918,0.00844897959183675
500,0.3,150,"beta_L_shaped",17,"sherwin",15,6,513.34693877551,0.0266938775510203
500,0.3,150,"beta_L_shaped",17,"nll",15,6,562.163265306122,0.124326530612245
500,0.3,150,"beta_L_shaped",18,"wasserstein",15,6,166.65306122449,-0.66669387755102
500,0.3,150,"beta_L_shaped",18,"bhd",15,6,473.551020408163,-0.0528979591836736
500,0.3,150,"beta_L_shaped",18,"sherwin",15,6,458.775510204082,-0.0824489795918369
500,0.3,150,"beta_L_shaped",18,"nll",15,6,496.265306122449,-0.00746938775510193
500,0.3,150,"beta_L_shaped",19,"wasserstein",15,6,165.76,-0.66848
500,0.3,150,"beta_L_shaped",19,"bhd",15,6,429.74,-0.14052
500,0.3,150,"beta_L_shaped",19,"sherwin",15,6,423.08,-0.15384
500,0.3,150,"beta_L_shaped",19,"nll",15,6,449.8,-0.1004
500,0.3,150,"beta_L_shaped",20,"wasserstein",15,6,157.530612244898,-0.684938775510204
500,0.3,150,"beta_L_shaped",20,"bhd",15,6,439.408163265306,-0.121183673469388
500,0.3,150,"beta_L_shaped",20,"sherwin",15,6,403.061224489796,-0.193877551020408
500,0.3,150,"beta_L_shaped",20,"nll",15,6,415.530612244898,-0.168938775510204
500,0.3,150,"beta_L_shaped",21,"wasserstein",15,6,156.448979591837,-0.687102040816327
500,0.3,150,"beta_L_shaped",21,"bhd",15,6,416.69387755102,-0.166612244897959
500,0.3,150,"beta_L_shaped",21,"sherwin",15,6,363.30612244898,-0.273387755102041
500,0.3,150,"beta_L_shaped",21,"nll",15,6,398.510204081633,-0.202979591836735
500,0.3,150,"beta_L_shaped",22,"wasserstein",15,6,161.895833333333,-0.676208333333333
500,0.3,150,"beta_L_shaped",22,"bhd",15,6,487.958333333333,-0.0240833333333334
500,0.3,150,"beta_L_shaped",22,"sherwin",15,6,479.833333333333,-0.0403333333333334
500,0.3,150,"beta_L_shaped",22,"nll",15,6,506.479166666667,0.0129583333333334
500,0.3,150,"beta_L_shaped",23,"wasserstein",15,6,158.354166666667,-0.683291666666667
500,0.3,150,"beta_L_shaped",23,"bhd",15,6,551.729166666667,0.103458333333333
500,0.3,150,"beta_L_shaped",23,"sherwin",15,6,527.354166666667,0.0547083333333335
500,0.3,150,"beta_L_shaped",23,"nll",15,6,558.708333333333,0.117416666666667
500,0.3,150,"beta_L_shaped",24,"wasserstein",15,6,151.375,-0.69725
500,0.3,150,"beta_L_shaped",24,"bhd",15,6,477.416666666667,-0.0451666666666667
500,0.3,150,"beta_L_shaped",24,"sherwin",15,6,486.729166666667,-0.0265416666666666
500,0.3,150,"beta_L_shaped",24,"nll",15,6,493.625,-0.01275
500,0.3,150,"beta_L_shaped",25,"wasserstein",15,6,155.367346938776,-0.689265306122449
500,0.3,150,"beta_L_shaped",25,"bhd",15,6,441.755102040816,-0.116489795918367
500,0.3,150,"beta_L_shaped",25,"sherwin",15,6,482.632653061224,-0.0347346938775511
500,0.3,150,"beta_L_shaped",25,"nll",15,6,472.428571428571,-0.0551428571428571
500,0.3,150,"beta_L_shaped",1,"wasserstein",51,3,128.755102040816,-0.742489795918367
500,0.3,150,"beta_L_shaped",1,"bhd",51,3,315.244897959184,-0.369510204081633
500,0.3,150,"beta_L_shaped",1,"sherwin",51,3,313.081632653061,-0.373836734693878
500,0.3,150,"beta_L_shaped",1,"nll",51,3,320.714285714286,-0.358571428571429
500,0.3,150,"beta_L_shaped",2,"wasserstein",51,3,126.673469387755,-0.74665306122449
500,0.3,150,"beta_L_shaped",2,"bhd",51,3,274.69387755102,-0.450612244897959
500,0.3,150,"beta_L_shaped",2,"sherwin",51,3,270.020408163265,-0.459959183673469
500,0.3,150,"beta_L_shaped",2,"nll",51,3,275.285714285714,-0.449428571428571
500,0.3,150,"beta_L_shaped",3,"wasserstein",51,3,127.959183673469,-0.744081632653061
500,0.3,150,"beta_L_shaped",3,"bhd",51,3,306.34693877551,-0.38730612244898
500,0.3,150,"beta_L_shaped",3,"sherwin",51,3,295.448979591837,-0.409102040816327
500,0.3,150,"beta_L_shaped",3,"nll",51,3,297.979591836735,-0.404040816326531
500,0.3,150,"beta_L_shaped",4,"wasserstein",51,3,124.833333333333,-0.750333333333333
500,0.3,150,"beta_L_shaped",4,"bhd",51,3,264.270833333333,-0.471458333333333
500,0.3,150,"beta_L_shaped",4,"sherwin",51,3,247.708333333333,-0.504583333333333
500,0.3,150,"beta_L_shaped",4,"nll",51,3,258.791666666667,-0.482416666666667
500,0.3,150,"beta_L_shaped",5,"wasserstein",51,3,125.428571428571,-0.749142857142857
500,0.3,150,"beta_L_shaped",5,"bhd",51,3,286.571428571429,-0.426857142857143
500,0.3,150,"beta_L_shaped",5,"sherwin",51,3,277.775510204082,-0.444448979591837
500,0.3,150,"beta_L_shaped",5,"nll",51,3,289.30612244898,-0.421387755102041
500,0.3,150,"beta_L_shaped",6,"wasserstein",51,3,128.34693877551,-0.74330612244898
500,0.3,150,"beta_L_shaped",6,"bhd",51,3,321.183673469388,-0.357632653061224
500,0.3,150,"beta_L_shaped",6,"sherwin",51,3,316.836734693878,-0.366326530612245
500,0.3,150,"beta_L_shaped",6,"nll",51,3,325.530612244898,-0.348938775510204
500,0.3,150,"beta_L_shaped",7,"wasserstein",51,3,126.612244897959,-0.746775510204082
500,0.3,150,"beta_L_shaped",7,"bhd",51,3,303.489795918367,-0.393020408163265
500,0.3,150,"beta_L_shaped",7,"sherwin",51,3,294.34693877551,-0.41130612244898
500,0.3,150,"beta_L_shaped",7,"nll",51,3,289.224489795918,-0.421551020408163
500,0.3,150,"beta_L_shaped",8,"wasserstein",51,3,126.836734693878,-0.746326530612245
500,0.3,150,"beta_L_shaped",8,"bhd",51,3,323.734693877551,-0.352530612244898
500,0.3,150,"beta_L_shaped",8,"sherwin",51,3,304.755102040816,-0.390489795918367
500,0.3,150,"beta_L_shaped",8,"nll",51,3,314.530612244898,-0.370938775510204
500,0.3,150,"beta_L_shaped",9,"wasserstein",51,3,125.938775510204,-0.748122448979592
500,0.3,150,"beta_L_shaped",9,"bhd",51,3,320.448979591837,-0.359102040816327
500,0.3,150,"beta_L_shaped",9,"sherwin",51,3,308.734693877551,-0.382530612244898
500,0.3,150,"beta_L_shaped",9,"nll",51,3,312.061224489796,-0.375877551020408
500,0.3,150,"beta_L_shaped",10,"wasserstein",51,3,127.958333333333,-0.744083333333333
500,0.3,150,"beta_L_shaped",10,"bhd",51,3,320.875,-0.35825
500,0.3,150,"beta_L_shaped",10,"sherwin",51,3,318.291666666667,-0.363416666666667
500,0.3,150,"beta_L_shaped",10,"nll",51,3,326.645833333333,-0.346708333333333
500,0.3,150,"beta_L_shaped",11,"wasserstein",51,3,126.510204081633,-0.746979591836735
500,0.3,150,"beta_L_shaped",11,"bhd",51,3,312.34693877551,-0.37530612244898
500,0.3,150,"beta_L_shaped",11,"sherwin",51,3,300.816326530612,-0.398367346938776
500,0.3,150,"beta_L_shaped",11,"nll",51,3,308.857142857143,-0.382285714285714
500,0.3,150,"beta_L_shaped",12,"wasserstein",51,3,125.30612244898,-0.749387755102041
500,0.3,150,"beta_L_shaped",12,"bhd",51,3,303.897959183673,-0.392204081632653
500,0.3,150,"beta_L_shaped",12,"sherwin",51,3,287.775510204082,-0.424448979591837
500,0.3,150,"beta_L_shaped",12,"nll",51,3,293.510204081633,-0.412979591836735
500,0.3,150,"beta_L_shaped",13,"wasserstein",51,3,127.326530612245,-0.74534693877551
500,0.3,150,"beta_L_shaped",13,"bhd",51,3,298.34693877551,-0.40330612244898
500,0.3,150,"beta_L_shaped",13,"sherwin",51,3,290.122448979592,-0.419755102040816
500,0.3,150,"beta_L_shaped",13,"nll",51,3,303.979591836735,-0.392040816326531
500,0.3,150,"beta_L_shaped",14,"wasserstein",51,3,134.9375,-0.730125
500,0.3,150,"beta_L_shaped",14,"bhd",51,3,306.479166666667,-0.387041666666667
500,0.3,150,"beta_L_shaped",14,"sherwin",51,3,318.958333333333,-0.362083333333333
500,0.3,150,"beta_L_shaped",14,"nll",51,3,313.020833333333,-0.373958333333333
500,0.3,150,"beta_L_shaped",15,"wasserstein",51,3,128.224489795918,-0.743551020408163
500,0.3,150,"beta_L_shaped",15,"bhd",51,3,321.65306122449,-0.35669387755102
500,0.3,150,"beta_L_shaped",15,"sherwin",51,3,310.510204081633,-0.378979591836735
500,0.3,150,"beta_L_shaped",15,"nll",51,3,309.816326530612,-0.380367346938776
500,0.3,150,"beta_L_shaped",16,"wasserstein",51,3,127.729166666667,-0.744541666666667
500,0.3,150,"beta_L_shaped",16,"bhd",51,3,323.354166666667,-0.353291666666667
500,0.3,150,"beta_L_shaped",16,"sherwin",51,3,326.229166666667,-0.347541666666667
500,0.3,150,"beta_L_shaped",16,"nll",51,3,338.25,-0.3235
500,0.3,150,"beta_L_shaped",17,"wasserstein",51,3,125.163265306122,-0.749673469387755
500,0.3,150,"beta_L_shaped",17,"bhd",51,3,304.244897959184,-0.391510204081633
500,0.3,150,"beta_L_shaped",17,"sherwin",51,3,280.34693877551,-0.43930612244898
500,0.3,150,"beta_L_shaped",17,"nll",51,3,285.408163265306,-0.429183673469388
500,0.3,150,"beta_L_shaped",18,"wasserstein",51,3,126.489795918367,-0.747020408163265
500,0.3,150,"beta_L_shaped",18,"bhd",51,3,331.714285714286,-0.336571428571429
500,0.3,150,"beta_L_shaped",18,"sherwin",51,3,324.530612244898,-0.350938775510204
500,0.3,150,"beta_L_shaped",18,"nll",51,3,349.367346938776,-0.301265306122449
500,0.3,150,"beta_L_shaped",19,"wasserstein",51,3,127.604166666667,-0.744791666666667
500,0.3,150,"beta_L_shaped",19,"bhd",51,3,291.604166666667,-0.416791666666667
500,0.3,150,"beta_L_shaped",19,"sherwin",51,3,281.875,-0.43625
500,0.3,150,"beta_L_shaped",19,"nll",51,3,286.791666666667,-0.426416666666667
500,0.3,150,"beta_L_shaped",20,"wasserstein",51,3,127.428571428571,-0.745142857142857
500,0.3,150,"beta_L_shaped",20,"bhd",51,3,292.938775510204,-0.414122448979592
500,0.3,150,"beta_L_shaped",20,"sherwin",51,3,269.428571428571,-0.461142857142857
500,0.3,150,"beta_L_shaped",20,"nll",51,3,279.081632653061,-0.441836734693878
500,0.3,150,"beta_L_shaped",21,"wasserstein",51,3,127.979591836735,-0.744040816326531
500,0.3,150,"beta_L_shaped",21,"bhd",51,3,315.795918367347,-0.368408163265306
500,0.3,150,"beta_L_shaped",21,"sherwin",51,3,314.612244897959,-0.370775510204082
500,0.3,150,"beta_L_shaped",21,"nll",51,3,316.857142857143,-0.366285714285714
500,0.3,150,"beta_L_shaped",22,"wasserstein",51,3,126.775510204082,-0.746448979591837
500,0.3,150,"beta_L_shaped",22,"bhd",51,3,305.65306122449,-0.38869387755102
